District,Statecode,Date,Count
Tiruppur,TN,12/04/2020,35
Tiruppur,TN,13/04/2020,18
Tiruppur,TN,13/04/2020,18
Tiruppur,TN,16/04/2020,1
Tiruppur,TN,18/04/2020,28
Tiruppur,TN,18/04/2020,28
Tiruppur,TN,23/03/2020,1
Tiruvannamalai,TN,01/04/2020,1
Tiruvannamalai,TN,05/04/2020,2
Tiruvannamalai,TN,06/04/2020,1
Tiruvannamalai,TN,10/04/2020,1
Tiruvannamalai,TN,11/04/2020,1
Tiruvannamalai,TN,13/04/2020,1
Tiruvannamalai,TN,31/03/2020,1
Tonk,RJ,01/04/2020,4
Tonk,RJ,03/04/2020,12
Tonk,RJ,04/04/2020,1
Tonk,RJ,05/04/2020,1
Tonk,RJ,06/04/2020,2
Tonk,RJ,09/04/2020,7
Tonk,RJ,11/04/2020,20
Tonk,RJ,12/04/2020,12
Tonk,RJ,15/04/2020,1
Tonk,RJ,16/04/2020,11
Tonk,RJ,16/04/2020,11
Tonk,RJ,17/04/2020,22
Tonk,RJ,17/04/2020,22
Tonk,RJ,18/04/2020,2
Tonk,RJ,18/04/2020,2
Tumakuru,KA,27/03/2020,1
Udaipur,RJ,02/04/2020,1
Udaipur,RJ,03/04/2020,3
Udham Singh Nagar,UT,02/04/2020,3
Udham Singh Nagar,UT,08/04/2020,1
Udhampur,JK,03/04/2020,1
Udhampur,JK,04/04/2020,3
Udhampur,JK,10/04/2020,15
Udhampur,JK,15/04/2020,1
Udupi,KA,25/03/2020,1
Udupi,KA,29/03/2020,2
Ujjain,MP,02/04/2020,1
Ujjain,MP,06/04/2020,1
Ujjain,MP,07/04/2020,5
Ujjain,MP,08/04/2020,2
Ujjain,MP,13/04/2020,9
Ujjain,MP,14/04/2020,2
Ujjain,MP,15/04/2020,4
Ujjain,MP,17/04/2020,1
Ujjain,MP,25/03/2020,1
Ujjain,MP,27/03/2020,1
Ujjain,MP,28/03/2020,2
Ujjain,MP,30/03/2020,1
Ujjain,MP,31/03/2020,1
Una,HP,02/04/2020,3
Una,HP,07/04/2020,9
Una,HP,11/04/2020,2
Una,HP,14/04/2020,1
Unnao,UP,16/04/2020,1
Uttara Kannada,KA,08/04/2020,1
Uttara Kannada,KA,14/04/2020,1
Uttara Kannada,KA,22/03/2020,1
Uttara Kannada,KA,24/03/2020,1
Uttara Kannada,KA,27/03/2020,1
Uttara Kannada,KA,28/03/2020,4
Uttara Kannada,KA,31/03/2020,1
Vadodara,GJ,05/04/2020,1
Vadodara,GJ,06/04/2020,2
Vadodara,GJ,08/04/2020,6
Vadodara,GJ,09/04/2020,4
Vadodara,GJ,10/04/2020,37
Vadodara,GJ,11/04/2020,36
Vadodara,GJ,12/04/2020,6
Vadodara,GJ,13/04/2020,6
Vadodara,GJ,14/04/2020,6
Vadodara,GJ,14/04/2020,6
Vadodara,GJ,15/04/2020,8
Vadodara,GJ,15/04/2020,8
Vadodara,GJ,16/04/2020,7
Vadodara,GJ,16/04/2020,7
Vadodara,GJ,17/04/2020,16
Vadodara,GJ,17/04/2020,16
Vadodara,GJ,18/04/2020,14
Vadodara,GJ,19/04/2020,22
Vadodara,GJ,20/03/2020,2
Vadodara,GJ,21/03/2020,1
Vadodara,GJ,23/03/2020,4
Vadodara,GJ,28/03/2020,2
Vaishali,BR,15/04/2020,1
Varanasi,UP,04/04/2020,3
Varanasi,UP,05/04/2020,2
Varanasi,UP,08/04/2020,2
Varanasi,UP,17/04/2020,2
Varanasi,UP,18/04/2020,3
Varanasi,UP,21/03/2020,1
Varanasi,UP,28/03/2020,1
Vellore,TN,04/04/2020,2
Vellore,TN,05/04/2020,2
Vellore,TN,08/04/2020,1
Vellore,TN,09/04/2020,5
Vellore,TN,12/04/2020,1
Vellore,TN,13/04/2020,4
Vellore,TN,13/04/2020,4
Vellore,TN,15/04/2020,1
Vellore,TN,16/04/2020,3
Vellore,TN,17/04/2020,3
Vellore,TN,17/04/2020,3
Vellore,TN,28/03/2020,1
Vidisha,MP,06/04/2020,1
Vidisha,MP,09/04/2020,1
Vidisha,MP,10/04/2020,2
Vidisha,MP,11/04/2020,9
Vijayapura,KA,12/04/2020,6
Vijayapura,KA,14/04/2020,1
Vijayapura,KA,15/04/2020,3
Vijayapura,KA,16/04/2020,7
Vijayapura,KA,17/04/2020,2
Vijayapura,KA,18/04/2020,2
Vikarabad,TG,03/04/2020,6
Vikarabad,TG,05/04/2020,2
Vikarabad,TG,12/04/2020,4
Vikarabad,TG,13/04/2020,7
Vikarabad,TG,13/04/2020,7
Vikarabad,TG,14/04/2020,10
Vikarabad,TG,14/04/2020,10
Vikarabad,TG,16/04/2020,4
Vikarabad,TG,19/04/2020,4
Viluppuram,TN,03/04/2020,10
Viluppuram,TN,04/04/2020,1
Viluppuram,TN,05/04/2020,5
Viluppuram,TN,06/04/2020,1
Viluppuram,TN,08/04/2020,4
Viluppuram,TN,10/04/2020,3
Viluppuram,TN,16/04/2020,1
Viluppuram,TN,17/04/2020,2
Viluppuram,TN,17/04/2020,2
Viluppuram,TN,19/04/2020,7
Viluppuram,TN,19/04/2020,7
Viluppuram,TN,31/03/2020,3
Virudhunagar,TN,02/04/2020,9
Virudhunagar,TN,03/04/2020,1
Virudhunagar,TN,13/04/2020,6
Virudhunagar,TN,19/04/2020,2
Virudhunagar,TN,28/03/2020,1
Visakhapatnam,AP,01/04/2020,1
Visakhapatnam,AP,03/04/2020,4
Visakhapatnam,AP,06/04/2020,5
Visakhapatnam,AP,19/03/2020,1
Visakhapatnam,AP,19/04/2020,1
Visakhapatnam,AP,22/03/2020,1
Visakhapatnam,AP,23/03/2020,1
Visakhapatnam,AP,27/03/2020,1
Visakhapatnam,AP,29/03/2020,2
Visakhapatnam,AP,31/03/2020,4
Warangal Urban,TG,03/04/2020,20
Warangal Urban,TG,12/04/2020,1
Washim,MH,03/04/2020,1
Wayanad,KL,26/03/2020,1
Wayanad,KL,30/03/2020,2
West Delhi,DL,06/03/2020,1
West Delhi,DL,20/03/2020,1
West Godavari,AP,01/04/2020,14
West Godavari,AP,02/04/2020,1
West Godavari,AP,05/04/2020,1
West Godavari,AP,06/04/2020,5
West Godavari,AP,08/04/2020,1
West Godavari,AP,13/04/2020,1
West Godavari,AP,14/04/2020,1
West Godavari,AP,15/04/2020,7
West Godavari,AP,16/04/2020,3
West Godavari,AP,18/04/2020,1
Y.S.R.,AP,01/04/2020,15
Y.S.R.,AP,02/04/2020,3
Y.S.R.,AP,03/04/2020,1
Y.S.R.,AP,04/04/2020,4
Y.S.R.,AP,06/04/2020,5
Y.S.R.,AP,09/04/2020,1
Y.S.R.,AP,11/04/2020,1
Y.S.R.,AP,12/04/2020,1
Y.S.R.,AP,14/04/2020,2
Y.S.R.,AP,14/04/2020,2
Y.S.R.,AP,15/04/2020,3
Y.S.R.,AP,15/04/2020,3
Y.S.R.,AP,17/04/2020,1
Yamunanagar,HR,12/04/2020,3
Yavatmal,MH,13/04/2020,1
Yavatmal,MH,14/03/2020,2
Yavatmal,MH,16/03/2020,1
Yavatmal,MH,16/04/2020,8
Yavatmal,MH,21/03/2020,1
