District,Statecode,Date,Count
Nagpur,MH,10/04/2020,6
Nagpur,MH,11/03/2020,1
Nagpur,MH,12/04/2020,3
Nagpur,MH,13/03/2020,2
Nagpur,MH,13/03/2020,2
Nagpur,MH,13/04/2020,11
Nagpur,MH,13/04/2020,11
Nagpur,MH,14/03/2020,1
Nagpur,MH,14/04/2020,5
Nagpur,MH,15/04/2020,11
Nagpur,MH,16/04/2020,1
Nagpur,MH,17/04/2020,1
Nagpur,MH,18/04/2020,3
Nagpur,MH,18/04/2020,3
Nagpur,MH,26/03/2020,1
Nagpur,MH,27/03/2020,4
Nagpur,MH,28/03/2020,2
Nagpur,MH,29/03/2020,3
Nagpur,MH,30/03/2020,2
Nainital,UT,04/04/2020,5
Nainital,UT,05/04/2020,1
Nainital,UT,06/04/2020,2
Nainital,UT,17/04/2020,1
Nalanda,BR,01/04/2020,1
Nalanda,BR,13/04/2020,1
Nalanda,BR,15/04/2020,3
Nalanda,BR,17/04/2020,1
Nalanda,BR,19/04/2020,4
Nalanda,BR,27/03/2020,1
Nalbari,AS,03/04/2020,3
Nalgonda,TG,08/04/2020,12
Nalgonda,TG,18/04/2020,1
Nalgonda,TG,19/04/2020,2
Namakkal,TN,03/04/2020,3
Namakkal,TN,04/04/2020,3
Namakkal,TN,05/04/2020,1
Namakkal,TN,06/04/2020,3
Namakkal,TN,08/04/2020,5
Namakkal,TN,09/04/2020,8
Namakkal,TN,12/04/2020,4
Namakkal,TN,16/04/2020,5
Namakkal,TN,16/04/2020,5
Namakkal,TN,31/03/2020,18
Namakkal,TN,31/03/2020,18
Nandurbar,MH,18/04/2020,1
Narmada,GJ,15/04/2020,2
Narmada,GJ,16/04/2020,4
Narmada,GJ,17/04/2020,5
Narmada,GJ,19/04/2020,1
Nashik,MH,06/04/2020,1
Nashik,MH,09/04/2020,5
Nashik,MH,11/04/2020,8
Nashik,MH,12/04/2020,4
Nashik,MH,13/04/2020,15
Nashik,MH,14/04/2020,11
Nashik,MH,14/04/2020,11
Nashik,MH,16/04/2020,2
Nashik,MH,16/04/2020,2
Nashik,MH,17/04/2020,6
Nashik,MH,30/03/2020,1
Nawada,BR,08/04/2020,1
Nawada,BR,11/04/2020,2
New Delhi,DL,01/04/2020,2
New Delhi,DL,13/03/2020,1
New Delhi,DL,17/03/2020,2
Nirmal,TG,05/04/2020,1
Nirmal,TG,06/04/2020,3
Nirmal,TG,08/04/2020,11
Nirmal,TG,12/04/2020,2
Nizamabad,TG,03/04/2020,1
Nizamabad,TG,04/04/2020,19
Nizamabad,TG,05/04/2020,1
Nizamabad,TG,06/04/2020,7
Nizamabad,TG,07/04/2020,10
Nizamabad,TG,08/04/2020,11
Nizamabad,TG,12/04/2020,2
Nizamabad,TG,16/04/2020,3
Nizamabad,TG,16/04/2020,3
Nizamabad,TG,17/04/2020,4
Nizamabad,TG,17/04/2020,4
North 24 Parganas,WB,21/03/2020,1
North 24 Parganas,WB,29/03/2020,1
North 24 Parganas,WB,31/03/2020,2
North and Middle Andaman,AN,27/03/2020,1
North Delhi,DL,09/03/2020,1
North Delhi,DL,19/03/2020,1
North Delhi,DL,20/03/2020,1
North East Delhi,DL,18/03/2020,1
North Goa,GA,04/04/2020,1
North Goa,GA,25/03/2020,3
North Tripura,TR,10/04/2020,1
North West Delhi,DL,19/03/2020,1
North West Delhi,DL,20/03/2020,2
Nuh,HR,03/04/2020,3
Nuh,HR,05/04/2020,5
Nuh,HR,06/04/2020,6
Nuh,HR,07/04/2020,23
Nuh,HR,08/04/2020,1
Nuh,HR,12/04/2020,7
Nuh,HR,15/04/2020,3
Nuh,HR,15/04/2020,3
Nuh,HR,16/04/2020,2
Nuh,HR,16/04/2020,2
Nuh,HR,17/04/2020,6
Nuh,HR,17/04/2020,6
Nuh,HR,18/04/2020,1
Osmanabad,MH,02/04/2020,1
Osmanabad,MH,04/04/2020,2
Other Region*,MP,06/04/2020,1
Other States*,MH,04/04/2020,1
Other States*,MH,09/04/2020,6
Other States*,MH,10/04/2020,1
Other States*,MH,14/04/2020,2
Other States*,MH,14/04/2020,2
Other States*,MH,27/03/2020,1
Palakkad,KL,01/04/2020,1
Palakkad,KL,04/04/2020,1
Palakkad,KL,13/04/2020,1
Palakkad,KL,24/03/2020,1
Palakkad,KL,25/03/2020,2
Palakkad,KL,28/03/2020,1
Palakkad,KL,29/03/2020,1
Palghar,MH,05/04/2020,1
Palghar,MH,06/04/2020,4
Palghar,MH,07/04/2020,3
Palghar,MH,09/04/2020,1
Palghar,MH,10/04/2020,1
Palghar,MH,11/04/2020,3
Palghar,MH,12/04/2020,7
Palghar,MH,13/04/2020,5
Palghar,MH,13/04/2020,5
Palghar,MH,14/04/2020,4
Palghar,MH,14/04/2020,4
Palghar,MH,15/04/2020,3
Palghar,MH,15/04/2020,3
Palghar,MH,16/04/2020,4
Palghar,MH,17/04/2020,34
Palghar,MH,18/04/2020,8
Palghar,MH,23/03/2020,1
Palghar,MH,27/03/2020,1
Palghar,MH,28/03/2020,3
Palghar,MH,28/03/2020,3
Pali,RJ,05/04/2020,1
Pali,RJ,22/03/2020,1
Palwal,HR,02/04/2020,3
Palwal,HR,04/04/2020,13
Palwal,HR,06/04/2020,9
Palwal,HR,08/04/2020,2
Palwal,HR,11/04/2020,1
Palwal,HR,16/04/2020,1
Palwal,HR,18/04/2020,4
Palwal,HR,18/04/2020,4
Palwal,HR,23/03/2020,1
Panch Mahals,GJ,01/04/2020,1
Panch Mahals,GJ,13/04/2020,1
Panch Mahals,GJ,15/04/2020,3
Panch Mahals,GJ,16/04/2020,1
Panch Mahals,GJ,17/04/2020,2
Panch Mahals,GJ,18/04/2020,1
Panchkula,HR,09/04/2020,2
Panchkula,HR,10/04/2020,1
Panchkula,HR,15/04/2020,1
Panchkula,HR,16/04/2020,8
Panchkula,HR,17/04/2020,2
Panchkula,HR,18/04/2020,1
Panchkula,HR,21/03/2020,1
Panchkula,HR,31/03/2020,1
Panipat,HR,15/04/2020,1
Panipat,HR,20/03/2020,1
Panipat,HR,24/03/2020,1
Panipat,HR,26/03/2020,1
Panipat,HR,27/03/2020,1
Parbhani,MH,07/04/2020,1
Patan,GJ,04/04/2020,1
Patan,GJ,06/04/2020,1
Patan,GJ,07/04/2020,3
Patan,GJ,09/04/2020,7
Patan,GJ,10/04/2020,2
Patan,GJ,17/04/2020,1
Pathanamthitta,KL,02/04/2020,1
Pathanamthitta,KL,05/04/2020,1
Pathanamthitta,KL,06/04/2020,1
Pathanamthitta,KL,08/03/2020,5
Pathanamthitta,KL,08/04/2020,1
Pathanamthitta,KL,10/03/2020,4
Pathanamthitta,KL,12/04/2020,1
Pathanamthitta,KL,23/03/2020,1
Pathanamthitta,KL,25/03/2020,2
Pathanamthitta,KL,25/03/2020,2
Pathankot,PB,04/04/2020,1
Pathankot,PB,07/04/2020,6
Pathankot,PB,10/04/2020,8
Pathankot,PB,11/04/2020,1
Pathankot,PB,13/04/2020,2
Pathankot,PB,14/04/2020,4
Pathankot,PB,16/04/2020,2
Pathankot,PB,16/04/2020,2
Patiala,PB,03/04/2020,1
Patiala,PB,11/04/2020,1
Patiala,PB,15/04/2020,1
Patiala,PB,16/04/2020,3
Patiala,PB,17/04/2020,5
Patiala,PB,18/04/2020,15
Patna,BR,15/04/2020,1
Patna,BR,18/04/2020,1
Patna,BR,22/03/2020,1
Patna,BR,23/03/2020,1
Patna,BR,25/03/2020,1
Patna,BR,26/03/2020,1
Patna,BR,28/03/2020,1
Pauri Garhwal,UT,25/03/2020,1
Peddapalli,TG,05/04/2020,1
Peddapalli,TG,06/04/2020,1
Perambalur,TN,04/04/2020,1
Perambalur,TN,18/04/2020,3
Pilibhit,UP,23/03/2020,1
Pilibhit,UP,25/03/2020,1
Porbandar,GJ,01/04/2020,2
Porbandar,GJ,29/03/2020,1
Prakasam,AP,01/04/2020,4
Prakasam,AP,02/04/2020,2
Prakasam,AP,04/04/2020,4
Prakasam,AP,05/04/2020,2
Prakasam,AP,06/04/2020,1
Prakasam,AP,08/04/2020,4
Prakasam,AP,09/04/2020,11
Prakasam,AP,10/04/2020,2
Prakasam,AP,11/04/2020,1
Prakasam,AP,18/04/2020,2
Prakasam,AP,18/04/2020,2
Prakasam,AP,19/03/2020,1
Prakasam,AP,28/03/2020,2
Prakasam,AP,28/03/2020,2
Prakasam,AP,31/03/2020,8
Prakasam,AP,31/03/2020,8
Pratapgarh,RJ,23/03/2020,2
Pratapgarh,UP,03/04/2020,2
Pratapgarh,UP,04/04/2020,1
Pratapgarh,UP,09/04/2020,3
Prayagraj,UP,06/04/2020,1
Puducherry,PY,01/04/2020,2
Puducherry,PY,02/04/2020,2
Puducherry,PY,10/04/2020,2
Pulwama,JK,08/04/2020,3
Pune,MH,01/04/2020,2
Pune,MH,02/04/2020,11
Pune,MH,03/04/2020,9
Pune,MH,04/04/2020,12
Pune,MH,05/04/2020,18
Pune,MH,06/04/2020,41
Pune,MH,07/04/2020,10
Pune,MH,08/04/2020,38
Pune,MH,09/03/2020,2
Pune,MH,09/04/2020,17
Pune,MH,10/03/2020,3
Pune,MH,10/04/2020,42
Pune,MH,11/03/2020,3
Pune,MH,11/04/2020,9
Pune,MH,12/03/2020,1
Pune,MH,12/04/2020,6
Pune,MH,13/03/2020,1
Pune,MH,13/04/2020,45
Pune,MH,13/04/2020,45
Pune,MH,14/04/2020,43
Pune,MH,14/04/2020,43
Pune,MH,15/03/2020,5
Pune,MH,15/03/2020,5
Pune,MH,15/04/2020,56
Pune,MH,15/04/2020,56
Pune,MH,16/03/2020,1
Pune,MH,16/04/2020,66
Pune,MH,16/04/2020,66
Pune,MH,17/03/2020,1
Pune,MH,17/04/2020,31
Pune,MH,18/03/2020,2
Pune,MH,18/04/2020,87
Pune,MH,20/03/2020,2
Pune,MH,21/03/2020,2
Pune,MH,22/03/2020,4
Pune,MH,23/03/2020,1
Pune,MH,24/03/2020,3
Pune,MH,24/03/2020,3
Pune,MH,27/03/2020,1
Pune,MH,29/03/2020,5
Pune,MH,29/03/2020,5
Pune,MH,30/03/2020,6
Pune,MH,30/03/2020,6
Pune,MH,31/03/2020,5
Pune,MH,31/03/2020,5
Puri,OR,03/04/2020,1
Rae Bareli,UP,05/04/2020,2
Raigarh,MH,04/04/2020,1
Raigarh,MH,05/04/2020,3
Raigarh,MH,11/04/2020,1
Raigarh,MH,12/04/2020,5
Raigarh,MH,13/04/2020,2
Raigarh,MH,14/03/2020,1
Raigarh,MH,14/04/2020,1
Raigarh,MH,16/04/2020,3
Raigarh,MH,16/04/2020,3
Raigarh,MH,17/04/2020,18
Raigarh,MH,18/04/2020,6
Raigarh,MH,25/03/2020,1
Raipur,CT,19/03/2020,1
Raipur,CT,25/03/2020,1
Raipur,CT,26/03/2020,1
Raipur,CT,28/03/2020,1
Raipur,CT,31/03/2020,1
Raisen,MP,09/04/2020,1
Raisen,MP,13/04/2020,3
Raisen,MP,16/04/2020,4
Rajanna Sircilla,TG,03/04/2020,1
Rajanna Sircilla,TG,18/04/2020,2
Rajkot,GJ,07/04/2020,1
Rajkot,GJ,09/04/2020,2
Rajkot,GJ,10/04/2020,5
Rajkot,GJ,15/04/2020,6
Rajkot,GJ,15/04/2020,6
Rajkot,GJ,16/04/2020,4
Rajkot,GJ,18/04/2020,2
Rajkot,GJ,19/03/2020,1
Rajkot,GJ,19/04/2020,6
Rajkot,GJ,19/04/2020,6
Rajkot,GJ,24/03/2020,2
Rajkot,GJ,26/03/2020,2
Rajkot,GJ,27/03/2020,3
Rajkot,GJ,29/03/2020,1
Rajkot,GJ,31/03/2020,1
Rajnandgaon,CT,25/03/2020,1
Rajouri,JK,19/04/2020,1
Rajouri,JK,26/03/2020,1
Rajouri,JK,27/03/2020,2
Ramanathapuram,TN,02/04/2020,2
Ramanathapuram,TN,13/04/2020,3
Ramanathapuram,TN,14/04/2020,2
Ramanathapuram,TN,16/04/2020,3
Rampur,UP,08/04/2020,5
Rampur,UP,10/04/2020,1
Rampur,UP,19/04/2020,8
Rampur,UP,19/04/2020,8
Ranchi,JH,06/04/2020,1
Ranchi,JH,09/04/2020,5
Ranchi,JH,11/04/2020,1
Ranchi,JH,13/04/2020,3
Ranchi,JH,13/04/2020,3
Ranchi,JH,14/04/2020,2
Ranchi,JH,15/04/2020,1
Ranchi,JH,17/04/2020,3
Ranchi,JH,17/04/2020,3
Ranchi,JH,18/04/2020,1
Ranchi,JH,19/04/2020,6
Ranchi,JH,31/03/2020,1
Ranga Reddy,TG,03/04/2020,21
Ranga Reddy,TG,18/04/2020,2
Ranga Reddy,TG,24/03/2020,2
Ranipet,TN,02/04/2020,4
Ranipet,TN,04/04/2020,18
Ranipet,TN,05/04/2020,2
Ranipet,TN,07/04/2020,2
Ranipet,TN,10/04/2020,9
Ranipet,TN,12/04/2020,2
Ranipet,TN,25/03/2020,1
Ratlam,MP,11/04/2020,1
Ratlam,MP,14/04/2020,1
Ratlam,MP,15/04/2020,10
Ratnagiri,MH,03/04/2020,1
Ratnagiri,MH,07/04/2020,1
Ratnagiri,MH,09/04/2020,1
Ratnagiri,MH,10/04/2020,1
Ratnagiri,MH,14/04/2020,1
Ratnagiri,MH,18/03/2020,1
Rohtak,HR,02/04/2020,1
Rupnagar,PB,04/04/2020,1
Rupnagar,PB,06/04/2020,2
S.A.S. Nagar,PB,01/04/2020,3
S.A.S. Nagar,PB,03/04/2020,2
S.A.S. Nagar,PB,04/04/2020,2
S.A.S. Nagar,PB,05/04/2020,1
S.A.S. Nagar,PB,06/04/2020,4
S.A.S. Nagar,PB,07/04/2020,7
S.A.S. Nagar,PB,08/04/2020,4
S.A.S. Nagar,PB,09/04/2020,7
S.A.S. Nagar,PB,10/04/2020,11
S.A.S. Nagar,PB,11/04/2020,2
S.A.S. Nagar,PB,12/04/2020,3
S.A.S. Nagar,PB,13/04/2020,1
S.A.S. Nagar,PB,14/04/2020,2
S.A.S. Nagar,PB,14/04/2020,2
S.A.S. Nagar,PB,18/04/2020,1
S.A.S. Nagar,PB,19/04/2020,4
S.A.S. Nagar,PB,19/04/2020,4
S.A.S. Nagar,PB,20/03/2020,1
S.A.S. Nagar,PB,21/03/2020,3
S.A.S. Nagar,PB,21/03/2020,3
S.A.S. Nagar,PB,23/03/2020,1
S.A.S. Nagar,PB,24/03/2020,1
S.A.S. Nagar,PB,27/03/2020,1
S.P.S. Nellore,AP,01/04/2020,2
S.P.S. Nellore,AP,02/04/2020,21
S.P.S. Nellore,AP,03/04/2020,8
S.P.S. Nellore,AP,05/04/2020,2
S.P.S. Nellore,AP,06/04/2020,8
S.P.S. Nellore,AP,08/04/2020,6
S.P.S. Nellore,AP,12/03/2020,1
S.P.S. Nellore,AP,12/04/2020,4
S.P.S. Nellore,AP,13/04/2020,4
S.P.S. Nellore,AP,13/04/2020,4
S.P.S. Nellore,AP,14/04/2020,1
S.P.S. Nellore,AP,15/04/2020,2
S.P.S. Nellore,AP,15/04/2020,2
S.P.S. Nellore,AP,17/04/2020,6
S.P.S. Nellore,AP,17/04/2020,6
S.P.S. Nellore,AP,18/04/2020,3
S.P.S. Nellore,AP,18/04/2020,3
Sabar Kantha,GJ,07/04/2020,1
Sabar Kantha,GJ,18/04/2020,1
Sagar,MP,10/04/2020,1
Saharanpur,UP,03/04/2020,12
Saharanpur,UP,04/04/2020,1
Saharanpur,UP,08/04/2020,1
Saharanpur,UP,09/04/2020,6
Saharanpur,UP,11/04/2020,1
Saharanpur,UP,12/04/2020,7
Saharanpur,UP,13/04/2020,11
Saharanpur,UP,13/04/2020,11
Saharanpur,UP,14/04/2020,14
Saharanpur,UP,14/04/2020,14
Saharanpur,UP,19/04/2020,19
Saharanpur,UP,19/04/2020,19
Salem,TN,03/04/2020,2
Salem,TN,04/04/2020,1
Salem,TN,05/04/2020,3
Salem,TN,08/04/2020,1
Salem,TN,09/04/2020,1
Salem,TN,12/04/2020,4
Salem,TN,14/04/2020,1
Salem,TN,15/04/2020,3
Salem,TN,15/04/2020,3
Salem,TN,16/04/2020,2
Salem,TN,16/04/2020,2
Salem,TN,25/03/2020,5
Salem,TN,25/03/2020,5
Salem,TN,27/03/2020,1
Samba,JK,10/04/2020,3
Samba,JK,12/04/2020,1
Sambhal,UP,14/04/2020,6
Sambhal,UP,17/04/2020,1
Sangareddy,TG,03/04/2020,6
Sangareddy,TG,05/04/2020,1
Sangli,MH,07/04/2020,1
Sangli,MH,24/03/2020,4
Sangli,MH,25/03/2020,5
Sangli,MH,27/03/2020,15
Sangli,MH,29/03/2020,1
Sangrur,PB,09/04/2020,1
Sangrur,PB,10/04/2020,1
Sangrur,PB,15/04/2020,1
Sant Kabir Nagar,UP,16/04/2020,1
Saran,BR,02/04/2020,1
Satara,MH,02/04/2020,1
Satara,MH,06/04/2020,2
Satara,MH,07/04/2020,1
Satara,MH,09/04/2020,1
Satara,MH,18/04/2020,4
Satara,MH,24/03/2020,2
Satna,MP,11/04/2020,1
Satna,MP,13/04/2020,1
Sawai Madhopur,RJ,19/04/2020,4
Shahid Bhagat Singh Nagar,PB,19/03/2020,1
Shahid Bhagat Singh Nagar,PB,21/03/2020,6
Shahid Bhagat Singh Nagar,PB,22/03/2020,7
Shahid Bhagat Singh Nagar,PB,23/03/2020,1
Shahid Bhagat Singh Nagar,PB,26/03/2020,1
Shahid Bhagat Singh Nagar,PB,27/03/2020,3
Shahjahanpur,UP,03/04/2020,1
Shajapur,MP,10/04/2020,1
Shajapur,MP,14/04/2020,3
Shajapur,MP,16/04/2020,1
Shamli,UP,03/04/2020,2
Shamli,UP,04/04/2020,3
Shamli,UP,05/04/2020,3
Shamli,UP,06/04/2020,5
Shamli,UP,07/04/2020,3
Shamli,UP,14/04/2020,5
Shamli,UP,18/04/2020,1
Shamli,UP,27/03/2020,1
Sheopur,MP,07/04/2020,1
Sheopur,MP,11/04/2020,1
Sheopur,MP,14/04/2020,1
Shivpuri,MP,25/03/2020,1
Shivpuri,MP,28/03/2020,1
Shupiyan,JK,08/04/2020,2
Shupiyan,JK,09/04/2020,10
Shupiyan,JK,17/04/2020,3
Shupiyan,JK,18/04/2020,5
Shupiyan,JK,30/03/2020,2
Siddipet,TG,03/04/2020,1
Sikar,RJ,12/04/2020,1
Sikar,RJ,22/03/2020,1
Simdega,JH,14/04/2020,1
Simdega,JH,19/04/2020,1
Sindhudurg,MH,26/03/2020,1
Sirmaur,HP,09/04/2020,1
Sirsa,HR,13/04/2020,1
Sirsa,HR,31/03/2020,3
Sitapur,UP,06/04/2020,8
Sitapur,UP,08/04/2020,2
Sitapur,UP,14/04/2020,3
Sitapur,UP,16/04/2020,1
Sitapur,UP,18/04/2020,3
Sivaganga,TN,01/04/2020,5
Sivaganga,TN,09/04/2020,1
Sivaganga,TN,13/04/2020,4
Sivaganga,TN,14/04/2020,1
Siwan,BR,03/04/2020,1
Siwan,BR,07/04/2020,4
Siwan,BR,09/04/2020,17
Siwan,BR,10/04/2020,2
Siwan,BR,27/03/2020,1
Siwan,BR,31/03/2020,4
Siwan,BR,31/03/2020,4
Solan,HP,04/04/2020,6
Solan,HP,05/04/2020,1
Solan,HP,11/04/2020,2
Solapur,MH,12/04/2020,1
Solapur,MH,14/04/2020,2
Solapur,MH,15/04/2020,7
Solapur,MH,16/04/2020,2
Solapur,MH,18/04/2020,2
Sonipat,HR,08/04/2020,1
Sonipat,HR,10/04/2020,1
Sonipat,HR,15/04/2020,1
Sonipat,HR,18/04/2020,3
Sonipat,HR,18/04/2020,3
Sonipat,HR,21/03/2020,1
South 24 Parganas,WB,31/03/2020,1
South Andaman,AN,08/04/2020,1
South Andaman,AN,17/04/2020,1
South Andaman,AN,18/04/2020,2
South Andaman,AN,19/04/2020,1
South Andaman,AN,26/03/2020,1
South Andaman,AN,27/03/2020,4
South Andaman,AN,28/03/2020,3
South Andaman,AN,30/03/2020,1
South Delhi,DL,17/03/2020,1
South Delhi,DL,19/03/2020,1
South Delhi,DL,29/03/2020,6
South Delhi,DL,30/03/2020,18
South Salmara Mancachar,AS,03/04/2020,1
South West Delhi,DL,05/03/2020,1
South West Delhi,DL,11/03/2020,1
South West Delhi,DL,12/03/2020,1
Sri Muktsar Sahib,PB,09/04/2020,1
Srinagar,JK,07/04/2020,9
Srinagar,JK,08/04/2020,11
Srinagar,JK,11/04/2020,9
Srinagar,JK,12/04/2020,2
Srinagar,JK,13/04/2020,12
Srinagar,JK,13/04/2020,12
Srinagar,JK,14/04/2020,4
Srinagar,JK,15/04/2020,3
Srinagar,JK,16/04/2020,2
Srinagar,JK,16/04/2020,2
Srinagar,JK,18/03/2020,1
Srinagar,JK,19/04/2020,1
Srinagar,JK,24/03/2020,1
Srinagar,JK,25/03/2020,1
Srinagar,JK,26/03/2020,2
Srinagar,JK,27/03/2020,4
Srinagar,JK,28/03/2020,6
Srinagar,JK,29/03/2020,2
Srinagar,JK,30/03/2020,3
Srinagar,JK,30/03/2020,3
Srinagar,JK,31/03/2020,6
Srinagar,JK,31/03/2020,6
Sundargarh,OR,11/04/2020,2
Surat,GJ,01/04/2020,2
Surat,GJ,04/04/2020,1
Surat,GJ,05/04/2020,3
Surat,GJ,06/04/2020,3
Surat,GJ,07/04/2020,3
Surat,GJ,08/04/2020,1
Surat,GJ,09/04/2020,1
Surat,GJ,10/04/2020,3
Surat,GJ,11/04/2020,1
Surat,GJ,13/04/2020,5
Surat,GJ,13/04/2020,5
Surat,GJ,14/04/2020,9
Surat,GJ,14/04/2020,9
Surat,GJ,15/04/2020,9
Surat,GJ,15/04/2020,9
Surat,GJ,16/04/2020,37
Surat,GJ,16/04/2020,37
Surat,GJ,17/04/2020,52
Surat,GJ,17/04/2020,52
Surat,GJ,18/04/2020,13
Surat,GJ,19/03/2020,1
Surat,GJ,19/04/2020,89
Surat,GJ,21/03/2020,2
Surat,GJ,21/03/2020,2
Surat,GJ,23/03/2020,1
Surat,GJ,24/03/2020,1
Surat,GJ,25/03/2020,2
Surat,GJ,25/03/2020,2
Surat,GJ,26/03/2020,1
Surat,GJ,29/03/2020,1
Surat,GJ,31/03/2020,1
Suryapet,TG,03/04/2020,6
Suryapet,TG,06/04/2020,3
Suryapet,TG,12/04/2020,7
Suryapet,TG,13/04/2020,7
Suryapet,TG,13/04/2020,7
Suryapet,TG,16/04/2020,10
Suryapet,TG,16/04/2020,10
Suryapet,TG,17/04/2020,10
Tenkasi,TN,09/04/2020,1
Tenkasi,TN,12/04/2020,1
Tenkasi,TN,14/04/2020,3
Tenkasi,TN,15/04/2020,1
Tenkasi,TN,17/04/2020,5
Tenkasi,TN,18/04/2020,4
Tenkasi,TN,19/04/2020,4
Thane,MH,02/04/2020,9
Thane,MH,03/04/2020,10
Thane,MH,04/04/2020,21
Thane,MH,05/04/2020,1
Thane,MH,08/04/2020,5
Thane,MH,09/04/2020,15
Thane,MH,10/04/2020,22
Thane,MH,11/04/2020,24
Thane,MH,12/04/2020,42
Thane,MH,13/04/2020,21
Thane,MH,13/04/2020,21
Thane,MH,14/03/2020,3
Thane,MH,14/03/2020,3
Thane,MH,14/04/2020,60
Thane,MH,14/04/2020,60
Thane,MH,15/04/2020,14
Thane,MH,15/04/2020,14
Thane,MH,16/03/2020,4
Thane,MH,16/03/2020,4
Thane,MH,16/04/2020,13
Thane,MH,17/04/2020,18
Thane,MH,18/04/2020,30
Thane,MH,19/03/2020,1
Thane,MH,21/03/2020,1
Thane,MH,22/03/2020,1
Thane,MH,23/03/2020,2
Thane,MH,23/03/2020,2
Thane,MH,24/03/2020,2
Thane,MH,24/03/2020,2
Thane,MH,25/03/2020,2
Thane,MH,25/03/2020,2
Thane,MH,27/03/2020,2
Thane,MH,28/03/2020,1
Thane,MH,29/03/2020,4
Thane,MH,31/03/2020,13
Thanjavur,TN,05/04/2020,4
Thanjavur,TN,06/04/2020,3
Thanjavur,TN,07/04/2020,3
Thanjavur,TN,14/04/2020,4
Thanjavur,TN,15/04/2020,1
Thanjavur,TN,16/04/2020,1
Thanjavur,TN,17/04/2020,17
Thanjavur,TN,18/04/2020,1
Thanjavur,TN,19/04/2020,10
Thanjavur,TN,28/03/2020,1
The Nilgiris,TN,05/04/2020,4
The Nilgiris,TN,10/04/2020,3
The Nilgiris,TN,11/04/2020,2
Theni,TN,01/04/2020,20
Theni,TN,03/04/2020,1
Theni,TN,04/04/2020,2
Theni,TN,05/04/2020,1
Theni,TN,08/04/2020,16
Theni,TN,09/04/2020,1
Theni,TN,15/04/2020,1
Theni,TN,17/04/2020,2
Thiruvallur,TN,02/04/2020,1
Thiruvallur,TN,04/04/2020,10
Thiruvallur,TN,05/04/2020,1
Thiruvallur,TN,08/04/2020,1
Thiruvallur,TN,11/04/2020,16
Thiruvallur,TN,12/04/2020,1
Thiruvallur,TN,13/04/2020,4
Thiruvallur,TN,13/04/2020,4
Thiruvallur,TN,15/04/2020,7
Thiruvallur,TN,16/04/2020,1
Thiruvallur,TN,17/04/2020,5
Thiruvallur,TN,17/04/2020,5
Thiruvananthapuram,KL,01/04/2020,2
Thiruvananthapuram,KL,02/04/2020,1
Thiruvananthapuram,KL,09/04/2020,1
Thiruvananthapuram,KL,13/03/2020,3
Thiruvananthapuram,KL,15/03/2020,1
Thiruvananthapuram,KL,24/03/2020,1
Thiruvananthapuram,KL,28/03/2020,2
Thiruvananthapuram,KL,29/03/2020,1
Thiruvananthapuram,KL,31/03/2020,2
Thiruvarur,TN,01/04/2020,2
Thiruvarur,TN,02/04/2020,5
Thiruvarur,TN,03/04/2020,5
Thiruvarur,TN,09/04/2020,1
Thiruvarur,TN,13/04/2020,3
Thiruvarur,TN,15/04/2020,2
Thiruvarur,TN,17/04/2020,4
Thiruvarur,TN,19/04/2020,5
Thoothukkudi,TN,01/04/2020,2
Thoothukkudi,TN,02/04/2020,2
Thoothukkudi,TN,03/04/2020,4
Thoothukkudi,TN,05/04/2020,2
Thoothukkudi,TN,07/04/2020,6
Thoothukkudi,TN,09/04/2020,5
Thoothukkudi,TN,10/04/2020,2
Thoothukkudi,TN,13/04/2020,2
Thoothukkudi,TN,13/04/2020,2
Thoothukkudi,TN,31/03/2020,1
Thrissur,KL,01/04/2020,2
Thrissur,KL,02/04/2020,1
Thrissur,KL,03/04/2020,1
Thrissur,KL,08/04/2020,1
Thrissur,KL,12/03/2020,1
Thrissur,KL,23/03/2020,1
Thrissur,KL,26/03/2020,2
Thrissur,KL,26/03/2020,2
Thrissur,KL,27/03/2020,1
Thrissur,KL,29/03/2020,1
Thrissur,KL,30/1/2020,1
Thrissur,KL,31/03/2020,1
Tikamgarh,MP,14/04/2020,1
Tiruchirappalli,TN,04/04/2020,17
Tiruchirappalli,TN,06/04/2020,13
Tiruchirappalli,TN,08/04/2020,6
Tiruchirappalli,TN,11/04/2020,3
Tiruchirappalli,TN,12/04/2020,4
Tiruchirappalli,TN,17/04/2020,3
Tiruchirappalli,TN,17/04/2020,3
Tirunelveli,TN,01/04/2020,6
Tirunelveli,TN,02/04/2020,1
Tirunelveli,TN,03/04/2020,6
Tirunelveli,TN,04/04/2020,1
Tirunelveli,TN,05/04/2020,1
Tirunelveli,TN,08/04/2020,4
Tirunelveli,TN,09/04/2020,16
Tirunelveli,TN,15/04/2020,1
Tirunelveli,TN,16/04/2020,1
Tirunelveli,TN,18/04/2020,2
Tirunelveli,TN,19/04/2020,2
Tirunelveli,TN,22/03/2020,1
Tirunelveli,TN,31/03/2020,22
Tirupathur,TN,01/04/2020,7
Tirupathur,TN,02/04/2020,3
Tirupathur,TN,06/04/2020,1
Tirupathur,TN,09/04/2020,5
Tirupathur,TN,13/04/2020,1
Tiruppur,TN,04/04/2020,2
Tiruppur,TN,06/04/2020,4
Tiruppur,TN,07/04/2020,13
Tiruppur,TN,08/04/2020,2
Tiruppur,TN,09/04/2020,4
